noid;limite_norte;limite_sur;limite_este;limite_oeste;tipo;barrios_contenidos_en_el_codigo_postal;veredas_contenidas_en_el_codigo_postal;codigo_municipio;codigo_departamento
3469;MUNICIPIO NINCHÍA;MUNICIPIO OROCUÉ;CAÑO GUANÁPALO Y GUARAPITO;MUNICIPIO YOPAL;Rural;Sin Informacion de Barrios;Algodonales- Barbillal-  Cabuyaro-  El Amparo-  El Socorro-  Los Patos-  Morichal-  Palmar de Guanapalo-  Palomas Agua Verde-  Punto Nuevo-  Quebradaseca-  Rincón del Moriche-  San José de Caño Seco-  San Pascual-  San Rafael de guanapalo;85325;85
2199;M. SAN LUIS DE G. Y  SABANALARGA;MUNICIPIO CABUYARO;MUNICIPIO VILLANUEVA;MUNICIPIO PARATEBUENO;Rural;Sin Informacion de Barrios;AGUACALIENTE- Alianza-  GUAICARAMO-  VIRGINIAS;50110;50
1477;LÍMITE URBANO;LÍMITE URBANO;LÍMITE URBANO;LÍMITE URBANO;Urbano;Bogotá- Centro- El Almendro- El Carmen- La Estrella- Polideportivo- San José;Sin Informacion de Veredas;23079;23
2444;MUNICIPIO SAMANIEGO;LOMA LA ORQUETA Y RELIEVE M.;LOMA LA ORQUETA;M. RICAURTE Y MALLAMA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52699;52
63;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5658;5
406;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;8372;8
1206;CL 0;CL 8;KR 0;KR 5;Urbano;Sin Informacion de Barrios;Cabecera Municipal- Jambaló;19364;19
783;M. PISBA Y TAMARA;MUNICIPIO YOPAL;M TAMARA Y NUNCHIA;M. PISBA Y LABRANZAGRANDE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;15533;15
1324;RIO BADILLO;RIO TIMANA- GUAT. Y PONTÓN;MUNICIPIO SAN J. DEL CESAR;MUNICIPIO ARACATACA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;20001;20
59;M. SAN PEDRO DE LOS MILAGROS;MUNICIPIO MEDELLIN;LIMITE URBANO;MUNICIPIO SAN JERONIMO;Rural;Sin Informacion de Barrios;Boquerón- Cabecera Municipal-  Cabecera Municipal-  El Carmelo-  El Carmelo-  El Picacho-  Guasimalito Tierradentro-  La China-  La Ilusión-  La Unión-  Llano de Ovejas-  Monte Frío-  Ovejas-  Palmitas Sector Central-  Potreritos-  Primavera-  Sabanalarga;5088;5
667;CL 10;CL 1;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;13600;13
3554;MUNICIPIO LA PRADERA;PERÚ;RÍO CAUDALOSO;M. PUERO ARICA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;91798;91
1567;CL 16;LIMITE URBANO;KR 1;KR 12;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;25843;25
3216;MUNICIPIO SALDAÑA;MUNICIPIO NATAGAIMA;M. PURIFICACIÓN Y PRADO;VÍA SALDAÑA-NATAGAIMA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;73217;73
1293;MUNICIPIO MERCADERES;MPIO. LA UNIÓN Y SAN PABLO;MPIO. BOLÍVAR Y SAN PABLO;MUNICIPIO MERCADERES;Rural;Sin Informacion de Barrios;Alto Llano- Angostura-  Cuchilla del Hato-  El Avion-  El Campo-  El Diviso-  El Hato-  El Mirador-  El Placer-  La Cuchilla-  Las Cuchillas-  Los Arboles-  San Francisco-  Yunguilla;19290;19
1127;MPIO. ACEVEDO Y SUAZA;RÍO BODOQUERITO Y PESCADO;MPIO. FLORENCIA Y MORELIA;MUNICIPIO ACEVEDO;Rural;Sin Informacion de Barrios;Alto Pueblitos- Azabache-  Bajo Pueblitos-  Bocanas Las Verdes-  Buenavista-  Canelito-  El Diamante-  El Meson-  El Porvenir-  El Prado-  EL RUBI-  El Salado-  LA BARNIZA-  LA Chocho Alto-  La Estrella-  LA FLORIDA-  La Ondina-  La Pradera-  La Reforma-;18094;18
3096;KR 5;KR 1- 1 SUR Y CAÑO;RÍO CHIPALO;CL 60;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;73001;73
904;LIMITE URBANO;CL 1;KR 5 E;KR 10;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15600;15
1977;VÍA LA PLA.-ALTO CAÑA. Y M. INZÁ;VÍA LA PLATA-Q/DA. MOSCOPÁN;VÍA LA PLATA-LA ARGENTINA;MUNICIPIO PURACÉ;Rural;Sin Informacion de Barrios;BAJO MOSCOPAN- BELGICA-  CHILICAMBE-  EL CEDRO-  EL CHOCO-  EL LIMON-  EL SALADO-  LAS BRISAS-  LAS ORQUIDEAS-  LOS ALPES-  SAN MARTIN-  SAN VICENTE-  VILLA COLOMBIA-  VILLA DE LEIVA;41396;41
3533;MPIO. PIAMONTE Y CURILLO;MUNCIIPIO PUERTO ASIS;Q/DA. BARANDAS Y RÍO (PERMANENTE);MPIO. MOCOA Y PTO. CAICEDO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;86571;86
332;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5628;5
502;AC  80;AC  63;AK  96;AK  110;Urbano;Alamos- El Cedro- El Madrigal- El Muelle- Garcés Navas- Garcés Navas Oriental- Los Ángeles- San Antonio Engativá- Santa Mónica- Villa Amalia- Villa del Mar- Villa Sagrario;Sin Informacion de Veredas;11001;11
3105;MUNICIPIO ANZOATEGUI;LIMITE URBANO;QUEBRADA SANTA ROSA;QUEBRADA LA SIBERIA;Rural;Sin Informacion de Barrios;Berlin- Cay Pya-  La Cascada-  La Platica-  Llanitos-  LLanitos Pyo-  Pastales-  Rico de Oro;73001;73
2131;MPIO. PIJIÑO DEL CARMEN;M. MOMPÓS Y SAN S. DE BUENAVISTA;CIÉNAGA JUAN TRUJILLO;MUNICIPIO SANTA ANA;Rural;Sin Informacion de Barrios;Filadelfia- La Lucha-  San Valentin-  Troncosito-  Troncoso;47703;47
3010;M. LEBRIJA Y SABANA DE TORRES;MUNICIPIO BETULIA;RÍO (PERMANENTE);MUNICIPIO BARRANCABERMEJA;Rural;Sin Informacion de Barrios;Cerro de La Aurora- Río Sucio Alto-  San Silvestre;68307;68
523;AC  3;AU SUR;AK  50;AK  68;Urbano;Alcalá- Alqueria- Autopista Sur- Galán- La Camelia- Ospina Pérez- Ospina Pérez Sur- Provivienda Norte- San Eusebio- Tejar;Sin Informacion de Veredas;11001;11
240;CL 73;LIMITE URBANO;KR 48;LIMITE URBANO;Urbano;Sin Informacion de Barrios;El Plan- Sabaletas;5282;5
1463;VÍA CÍÉNAGA DE ORO-SAHAGÚN;RÍO (PERMANENTE);MUNICIPIO SAHAGÚN;ARROYO TORRENTES Y RÍO (PERMANENTE);Rural;Julio Manzur;El Amarillo- Las Aguaditas-  Las Huertas-  Salitral-  Trementino Abajo;23189;23
976;QUEBRADA ITOCO;MUNICIPIO MUZO;MUNICIPIO MUZO;M. LA VICTORIA Y YACOPI;Rural;Sin Informacion de Barrios;El Parque- GUACUMAY;15580;15
170;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;KR 22;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5206;5
3552;MUNICIPIO LA PEDRERA;RÍO PUTUMAYO;BRAZIL;RÍO ALEGRÍA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;91798;91
992;LIMITE URBANO;KR 23;CL  63;CL 46;Urbano;Bosques del Norte- Comuneros- El Caribe- El Porvenir- El Sol- La Argentina- La Asunción- La Carola- La Leonora- La Rambla- Laureles- Los Cedros- Los Rosales- Minitas- Peralonso- San Cayetano- San Jorge- San Sebastián (I-II Etapa)- Sinaí- Solferino- Villah;Altos del Guamo- Cabecera Municipal-  El Porvenir-  Minitas-  Sierra Morena;17001;17
3077;MUNICIPIO COROZAL;MUNICIPIO CHINU;BRAZO ARROYO CANOAS;VÍA CHINU-SAMPUÉS-CHOCHO;Rural;Pueblo Nuevo;Sin Informacion de Veredas;70670;70
3654;MPIO. PTO. CARREÑO Y LA PRIMAVERA;CAÑO TUPARRITO Y TUPARRO;PAÍS VENEZUELA;CAÑO TUPARRITO Y RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;99773;99
3095;LIMITE URBANO;KR 5 Y RÍO CHIPALO;LIMITE URBANO;CL 70;Urbano;Sin Informacion de Barrios;La Esperanza- La Mafia de minas;73001;73
3264;KR  73;KR  103 Y 102;RIO MELENDEZ;CL  25;Urbano;Caney- Ciudadela Comfandi- Lili;Sin Informacion de Veredas;76001;76
869;CL 10;CL 2;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15804;15
2310;RÍO (PERMANENTE);M. PASTO- SANTIAGO Y COLÓN;M. EL TABLÓN DE G. Y COLÓN;RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;El Guarango- Sinai;52110;52
1212;M. B. AIRES Y S/DER. DE QUILICHAO;VÍA CALDONO-CAÑADULCE;RÍO OVEJAS;MUNICIPIO PIENDAMÓ;Rural;Sin Informacion de Barrios;El Porvenir;19137;19
2555;M. CHINÁCOTA- HERRÁN Y PAÍS VENEZU.;RÍO MARGUA;PAÍS VENEZUELA;MUNICIPIO LABATECA;Rural;Sin Informacion de Barrios;Belchite- Belen-  Campoalegre-  Corralitos-  El Azul-  El Ceibal-  El Jordan-  El Retiro-  El Vegón-  Hato Grande-  Hatos Alto-  Ima-  Juan Perez-  La Camacha-  La Capilla-  La Cordillera-  La Loma-  Palmar Alto-  Palmar Bajo-  Roman-  Sabanalarga-  San I;54820;54
2516;RÍO MIRA;VIA CANDELILLA - CANDELILLAS DEL MAR;VIA TUMACO - BARBACOAS;OCEANO PACIFICO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52835;52
791;MPIO. CORRALES Y GAMEZA;MPIO. MONGUI Y MONGUA;MPIO. GAMEZA Y MONGUA;MPIO. NOBSA Y SOGAMOSO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;15820;15
356;MUNICIPIO BEBEIBA;M. C. GORDAS Y FRONTINO;M. CAÑASGORDAS Y PEQUE;0;Rural;Sin Informacion de Barrios;Alto del Pital- Ambalema-  Arenales-  Balcon-  Barrancon-  Botija Arriba-  Buena Vista-  Caliche-  Caracolal-  Caunce-  Chachafrutal-  Chontadural-  Chontaduro-  Cominal-  Corozo-  Cumbre-  El Llano-  El Palón-  El Pital-  Encalichada-  Esperanza Botija-;5842;5
2734;LIMITE URBANO;CL  45;LIMITE URBANO;KR  24;Urbano;Albania- Antonia Santos- Aurora- Buenos Aires- Cuartel- El Prado- Galán- Las Américas- Los Pinos- Mejoras Públicas- Miraflores- Morrorico- Planta La Flora- Quinta Brigada- San Alonso- U.I.S- Universidad- Vegas de Morrorico;Gualilo Alto- La Malaña-  Pedregal-  San José;68001;68
2748;LIMITE URBANO;CL 1;TV 1;KR 5A;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68820;68
13;CL  49;CL  29;KR  46 Y 43A;KR  61- 63 Y 49;Urbano;Calle Nueva- Centro Administrativo- Corazón de Jesús- Guayaquil- La Alpujarra- Perpetuo Socorro;Sin Informacion de Veredas;5001;5
3069;MPIO. MORROA Y LOS PALMITOS;AY. PULETAD Y VÍA LAS PALMAS-EL MAMÓN;MPIO. SAN JUAN DE BETULIA;MUNICIPIO SINCELEJO;Rural;Brucelas- Luis Carlos Galán- Marruecos;El Mamon- Rincon de Las Flores;70215;70
2638;MPIO. EL CARMEN Y PAÍS VENEZUELA;MUNICIPIO TEORAMA;PAÍS VENEZUELA;RÍO SAYÁN BOKY Y M. EL CARMEN;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;54206;54
3037;MPIO. OVEJAS Y LOS PALMITOS;MPIO. SAN LUIS DE SINCE;RÍO (PERMANENTE);MPIO. SAN LUIS DE SINCE;Rural;Sin Informacion de Barrios;Calabozo- El Bajo de La Alegría-  El Delirio-  La Distancia-  Los Chijetes-  Los Galapagos-  Monte Bazan-  Oro Blanco-  Paja Vieja-  Paja Vieja-  Perendengue-  Perendengue-  Rosario 1 y 2-  Róvira-  San Francisco-  Santa Inés;70717;70
794;KR 1;KR 5;CL 0;CL 6;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15114;15
536;CL  97 S;BARRIO MUCHUELO ALTO RURAL;RIO TUNJUELITO;M. SOACHA;Rural;Brazuelos Occidental- Brazuelos Occidental Rural- Mochuelo Alto- Mochuelo Alto Rural- Quiba Alto;Cabecera Municipal- SAN JORGE;11001;11
3530;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;86569;86
1883;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;27495;27
2509;RÍO GUIZA;ECUADOR Y MPIO. RICAURTE;RÍO GUIZA;MPIO. SAN ANDRES DE TUMACO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52079;52
533;KR 40- 42 Y 45B;KR 18Z  Y  19D;AC VILLAVICENCIO;M. SOACHA;Urbano;Arborizadora Alta- Arborizadora Alta- Arborizadora Alta- Arborizadora Alta- Candelaria La Nueva- Cerro Colorado- Ciudad Bolívar- Ciudad Bolívar Rural III- El Satélite- Juan José Rondón- Las Acacias- Las Manas- Los Laureles II- Ronda- San Francisco- Villa;Sin Informacion de Veredas;11001;11
1489;MUNICIPIO SAN BENITO ABAD;VÍA COLORADO-LAS ESCOBILLAS;M. MAJAGUAL- GUARANDA Y SAN JA. CA.;CIENAGA ESCOBITAS Y AYAPEL;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;23068;23
865;MUNICIPIO UMBITA;MUNICIPIO TENZA;MUNICIPIO TENZA;M. VILLAPINZON Y UMBITA;Rural;Sin Informacion de Barrios;Barro Blanco Abajo- Barro Blanco Arriba-  Bosque-  Cabecera Municipal-  Camagoa-  Centro-  Chaguatoque-  Chucio-  Gaunza Arriba-  GUSVITA-  Hato-  Palma Abajo-  Palma Arriba-  PARAMO-  Páramo-  Peñas-  SAN ANTONIO-  Sisa-  Sisa-  Soatama-  Suntafita-  Tam;15380;15
1427;VÍA EL LAZO-COTOCA ARRIBA;MUNICIPIO SAN PELAYO;RÍO SINÚ;ARROYO PORVENIR Y TRES BOCAS;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;23417;23
1111;MPIO. CALAMAR Y MIRAFLORES;M. MIRITI-PARÁN- PTO. S/DER. Y RÍO YARÍ;MPIO. PACOA Y PTO. ALEGRIA;M. CARTA. DEL CAHIRÁ Y SAN V. DEL CA.;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;18756;18
3293;M. EL LITORAL DEL SAN JUAN;M. DAGUA Y BUENAVENTURA;RÍO BRAVO Y (PERMANENTE);MPIO. BUENAVENTURA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;76126;76
1711;M. JERUSALEN Y ANAPOIMA;MPIO. VIOTÁ Y TOCAIMA;MUNICIPIO ANAPOIMA;MUNICIPIO TOCAIMA;Rural;Sin Informacion de Barrios;ALTO DEL TRIGO- Circacia-  COPO-  NARANJAL-  NARANJALITO-  PALENQUE-  PALOQUEMAO-  VASQUEZ;25599;25
3147;RÍO SUCIO Y GUALÍ;M. FALÁN- ARMERO Y HONDA;MUNICIPIO HONDA;MPIO. FRESNO Y FALÁN;Rural;Sin Informacion de Barrios;Cabecera Municipal- Cariano-  Fátima-  Hoyo Negro-  La ?nsula-  La Guardia-  La Platilla-  San Diego Alto-  San Diego Bajo-  San Jerónimo-  San Juan;73443;73
1420;M. SAN BER. DEL VIENTO Y MAR CARIBE;RÍO BROQUELES Y (PERMANENTE);M. SAN BER. DEL VIENTO Y LORICA;MAR CARIBE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;23500;23
3321;CL 25A;CL 8;LIMITE URBANO;LIMITE URBANO;Urbano;Bellavista- Bellavista- Belén- Ciudadela Grajales- El Carmen- El Jardín- El Prado- Fátima- Las Brisas- Las Lajas- Popular- San Pedro;Aguada- Cabecera Municipal-  Campesina-  El Rincón-  Martindosa-  Pajas de Oro-  San Miguel;76400;76
3354;VÍA SEVILLA-BUENAVISTA;MUNICIPIO SEVILLA;MPIO. GENOVA Y PIJAO;MUNICIPIO SEVILLA;Rural;Sin Informacion de Barrios;Burila- Campo Azul-  El Salado-  Frontino-  La Delfina-  La Pava-  Risaralda;76122;76
1467;MUNICIPIO CHINU;MUNICIPIO LA UNIÓN;MUNICIPIO CHINU;VÍA CHINU-CATALINA;Rural;Sin Informacion de Barrios;El Atascoso- El Jardín-  El Reparo-  Escobalito-  Palo Quemao-  Pitalito-  Salguerito;23660;23
89;M. STA. ROSA DE OSOS;M. GIRARDOT. Y BARBOS.;RÍO;M. SAN PEDRO DE LOS M.;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;5237;5
2873;CL 7B;CL 1;LIMITE URBANO;KR 9;Urbano;Sin Informacion de Barrios;La Palmita;68533;68
2033;VIA ALBANIA - MATITA;MUNICIPIO DISTRACCIÓN;M. HATONUEVO - BARRANCAS;RÍO TAPIAS Y SAN FCO.;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;44001;44
3036;MPIO. OVEJAS Y CORDOBA;MPIO. BUENAVISTA Y RÍO (PERMANENTE);MUNICIPIO BUENAVISTA;MPIO. OVEJAS Y RÍO (PERMANENTE);Rural;El JardÝn;Alonso- Arroyo Arena-  Belén-  Buenos Aires-  Cabecera Municipal-  El Carmen-  El Retorno-  El Sabanal-  Hacienda Quimbay-  La Candelaria-  La Esmeralda-  La Esperanza-  La Gloria-  La Incomparable-  Los Borrachos-  Los Camajones-  Montañas de Alonso-  Nu;70717;70
2920;M. GUAV.- BARBOSA Y MONIQUIRA;MUNICIPIO SABOYÁ;MPIO. MONIQUIRA Y SANTA SOFIA;MPIO. ALBANIA Y JESUS MARIA;Rural;Sin Informacion de Barrios;Agudelo- Alto Cantano-  Alto Capilla-  Alto Guamito-  Alto Semisa-  Bajo Guamito-  Bajo San Dimas-  Capilla-  Cristales-  El Injerto-  El Morro-  Estancia González-  Iroba-  Jarantiva-  La Cuchilla-  Los Robles-  Mata de Ramo-  Pantanillo-  Popoa Norte-;68572;68
3517;MUNICIPIO SANTIAGO;MPIO. ORITO Y PTO. CAICEDO;VÍA PTO. CAICEDO-LA CASTELLANA;MUNICIPIO ORITO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;86885;86
3047;CAÑO MISALO Y RÍO (PERMANENTE);MPIO. AYAPEL Y MAJAGUAL;MUNICIPIO SUCRE;MPIO. CAIMITO Y SAN MARCOS;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;70678;70
1234;MPIO. CAJIBÍO Y SILVIA;VÍA POPAYÁN-TOTORÓ;MUNICIPIO SILVIA;MPIO. POPAYÁN Y CAJIBÍO;Rural;Sin Informacion de Barrios;Calibio- Las Piedras;19824;19
392;KR  8;KR  13D;AC MURILLO;CL  51B;Urbano;Carrizal- Ciudadela Veinte de Julio- El Santuario- Los Girasoles;Sin Informacion de Veredas;8001;8
2961;MUNICIPIO VELEZ;MUNICIPIO BOLIVAR;MUNICIPIO VELEZ;RÍO (PERMA.) Y CERRO EL PICHUDO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;68385;68
757;MUNICIPIO CHISCAS;MUNICIPIO PANQUEBA;MUNICIPIO GÛICAN;MUNICIPIO GUACAMAYAS;Rural;Sin Informacion de Barrios;Cabecera Municipal- El Tobal-  La Laguna-  La Palma-  Llano Largo-  Santa Ana-  Uragón;15248;15
1077;VÍA GUÁTICA-ALTO SAN VICENTE;MPIO. MISTRATO Y GUÁTICA;VÍA GUÁTICA-ALTO SAN VICENTE;MUNICIPIO MISTRATO;Rural;Sin Informacion de Barrios;Cambia- El Rubí-  Getsemaní-  Palermo-  Río Grande-  Roble Bonito-  Tres Cruces;17614;17
2121;MUNICIPIO CHIMICHAGUA;MUNICIPIO EL PEÑÓN;M. CHIMICHAGUA Y TAMALAMEQUE;VÍA EL BANCO-CHIMICHAGUA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;47245;47
167;MUNICIPIO MACEO;MUNICIPIO PUERTO NARE;M. MACEO Y PTO. BERRIO;M. SAN ROQUE Y SAN CARLOS;Rural;Sin Informacion de Barrios;Altos de Dolores- Botijas-  Canalones-  Canteras-  Canutillo-  Caño Seco-  Caracoli-  Cascaron-  Cristalina-  Efe Gomez-  El Bagre-  El Buey-  El Pital-  Guadalito-  La Chinca-  La Cienaga-  La Clara-  La Cortada-  La Ilusion-  La Maria-  La Mesa-  La Min;5142;5
3027;MPIO. EL CARMEN DE BOLÍVAR;MUNICIPIO SAN PEDRO;MUNICIPIO CORDOBA;ARROYO MANCOMOJAR Y RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;70508;70
3307;MUNICIPIO TRUJILLO;MUNICIPIO YOTOCO;MUNICIPIO TULUÁ;VÍA TRUJILLO-FENICIA Y RÍO FRÍO;Rural;Sin Informacion de Barrios;Cabecera Municipal- Fenicia-  La Guaira-  Portugal de Piedra;76616;76
46;VÍA MEDELLÍN-SANTO DOMINGO;MPIO. SAN VICENTE Y CONCEPCIÓN;MUNICIPIO SANTO DOMINGO;MUNICIPIO GIRARDOTA;Rural;Sin Informacion de Barrios;Aguas Claras Abajo- Aguas Claras Arriba-  Arango-  Buenos Aires-  Cabecera Municipal-  Chorro Hondo-  Corrientes-  Dos Quebradas-  El Contado-  El Hatillo-  El Hoyo-  El Uvito-  El Viento-  Encenillos-  Guamito-  Guayabal-  Isaza-  La Aguada-  La Aldea-;5079;5
1780;LIMITE URBANO;CL 1;KR 2;KR 6;Urbano;Sin Informacion de Barrios;CENTRO 1- CENTRO 2-  EL CURAL-  ROSARIO-  SAN JUAN;25402;25
1844;Q. CHIGUARANDÓ- RÍO PATO Y (PERMANENTE);MPIO. CÉRTEGUI Y EL CANTÓN DEL SAN PABLO;MUNICIPIO ATRATO;MPIO. EL CANTÓN DEL SAN PABLO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;27600;27
3549;M. TARAPACA Y PERÚ;RÍO AMACAYACU;MUNICIPIO LETICIA;PERÚ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;91540;91
2068;M. RIOHA. Y ARROYO POTRE. DE VENANCIO;MUNICIPIO FONSECA;VÍA HATO.-FONSE.- ARRO. P. DE VE. Y SECO;MUNICIPIO FONSECA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;44078;44
3060;LIMITE URBANO;KR 40;CL 27;CL 17;Urbano;20 de Enero- Benjamín Porras- Buenos Aires- Calancala- Centro- El Prado- El Progreso- Fernán Fortich- Kennedy- La Candelaria- Las Maravillas- Los Ángeles- Mariano Álvarez- Nuevo México- Pablo VI- Primero de Junio- Puerto López- San Francisco- San José- Sa;Sin Informacion de Veredas;70708;70
1033;LIMITE URBANO;CL 3A;KR 1;KR 12;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;17662;17
3579;RÍO INÍRIDA;MUNICIPIO PUERTO COLOMBIA;MUNICIPIO CACAHUAL;RÍO INÍRIDA Y CAÑO SANTA CRUZ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;94001;94
1404;CAÑO TRES BOCAS Y RÍO (PERMANENTE);MUNICIPIO VALENCIA;RÍO SINÚ;Q/DA. MATA DE PLATANO Y FLORISANTO;Rural;Sin Informacion de Barrios;Broquelito- Buena Vistas-  Caracoli-  Córdoba-  Currayao-  El Cucharo-  El Guineo-  El Torno-  El Tronco-  Florisanto-  Guasimal-  La Nubes-  La Puente-  Las Flores-  Las Palomas-  Los Almendros-  Matamoros-  Pereira-  Puente Largo-  San Diego Arriba-  Sa;23001;23
2554;CL 17;CL 2;KR 1 SUR;KR 10;Urbano;Sin Informacion de Barrios;Buenavista- San Isidro;54820;54
3304;MUNICIPIO BOLÍVAR;MPIO. RIOFRÍO Y ANDALUCÍA;M. BOLÍ.- BUGALAGRAN. Y ANDALUCÍA;VÍA RIOFRÍO-NARANJAL;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;76828;76
1065;VÍA MISTRATÓ-ANSERMA;MPIO. VITERBO Y RISARALDA;VÍA ANSERMA-RISARALDA;MPIO. BELÉN DE UMBRIA;Rural;Sin Informacion de Barrios;Caucayá- El Algarrobo-  El Cairo-  El Diamante-  El Tablazo-  Guaira-  la Bohemia-  La Esperanza-  La Garrucha-  La Isla-  La Tesalia-  los Angeles-  Pisamo-  Remolino;17042;17
2703;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;CL 17;Urbano;Sin Informacion de Barrios;Canta Delicia- Caracas-  Casco Urbano-  Mil Ochenta-  San Carlos-  Valencia;66440;66
910;CL 8;LIMITE URBANO;LIMITE URBANO;KR 7;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15808;15
105;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;5107;5
1214;VÍA CALDONO-PIOYÁ Y RÍO PIOYA;MUNICIPIO SILVIA;M. SILVIA Y RÍO PIOYÁ;RÍO OVEJAS;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;19137;19
1134;MPIO. SAN J. DEL FRAGUA;RÍO CAQUETÁ;MUNICIPIO ALBANIA;M. SAN J. DEL FRAGUA Y RÍO YURAYACO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;18205;18
835;MUNICIPIO MIRAFLORES;M. SAN LUIS  DE GACENO;MUNICIPIO PAEZ;M. STA MARIA Y MACANAL;Rural;Sin Informacion de Barrios;Cafetero- La Esperanza-  Mara Al-  San Pedro-  Santa Maria;15135;15
1887;MPIO. BOJAYÁ Y BAHIA SOLANO;RÍO CUGUCHO Y BAUDÓ;MUNICIPIO QUIBDÓ;MUNICIPIO NUQUI;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;27025;27
615;LIMITE URBANO;CL  16 Y 17;RIO MAGDALENA;B. LA BALASTRERA Y LIM URB;Urbano;Boston- Ciénaga de Baracoa- Costa Nueva- Cristo Prado- El Prado- La Balastrera- La Candelaria III- La Paz- Los Libertadores- Minuto de Dios- Montecatini- Olaya Herrera- Pastrana- Pueblo Nuevo- San José- San Mateo- Simón Bolívar- Yati;Sin Informacion de Veredas;13430;13
2563;CL 5B;LIMITE URBANO;KR 1 SUR;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;54520;54
806;MUNICIPIO FIRAVITOBA;MUNICIPIO CUITIVA;MUNICIPIO SOGAMOSO;MUNICIPIO PESCA;Rural;Sin Informacion de Barrios;Amarillos- Buireros-  Caracoles-  Cordoncillo-  La Vega-  Pedregal-  Primera Chorrera-  Tobaca-  Vanegas;15362;15
3516;MUNICIPIO MOCOA;MUNICIPIO PUERTO CAICEDO;MUNICIPIO MOCOA;VÍA PTO. CAICEDO-LA CASTELLANA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;86885;86
