noid;zona_postal;codigo_postal;limite_norte;limite_sur;limite_este;limite_oeste;tipo;barrios_contenidos_en_el_codigo_postal;veredas_contenidas_en_el_codigo_postal;codigo_municipio
2120;4170;417078;VÍA ACEVEDO-SUAZA Y MPIO. SUAZA;M. BELEN DE LOS ANDA. Y RÍO (PERMA.);MUNICIPIO SUAZA;VÍA ACEVEDO-SAN MARCOS;Rural;Sin Informacion de Barrios;BUENOS AIRES- CARMELO-  CORINTO-  EL CEDRAL-  LA ESTRELLA-  LLANITOS-  MARTINICAS-  NUEVO HORIZONTE-  PRIMAVERA-  SANTO DOMINGO-  TIJIÑA-  VILLANUEVA;41006
2121;524;52458;RÍO CAUCA;MUNICIPIO ANORI;M. CAUCASIA Y SARAGOZA;MUNICIPIO TARAZÁ;Rural;Sin Informacion de Barrios;Alto Caceri- Alto el Tigre-  Alto Tamaná-  Anara-  Arenales-  Asturias-  Barro Blanco-  Cabecera Municipal-  Calvario-  Campamento-  Campanario-  Candilejas-  Caño Prieto-  Corales el Peñon-  El Cacucho-  El Deseo-  El Jardin-  El Rayo-  El Tigre-  El Tor;5120
2122;1532;153267;MUNICIPIO JENESANO;MUNICIPIO UMBITA;VÍA CHINAVITA-TIBANÁ-JENESANO;MPIO. NUEVO COLÓN Y UMBITA;Rural;Sin Informacion de Barrios;Batan- Carrizal-  Lavaderos-  Mangles-  Maranta-  Supaneca Abajo-  Zanja;15804
2123;5410;541070;LIMITE URBANO;LIMITE URBANO;KR 1;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;54172
2124;8610;861068;MPIO. SAN FCO. Y MOCOA;MUNICIPIO VILLAGARZÓN;MUNICIPIO VILLAGARZÓN;RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;86760
2125;1335;133538;QUEBRADA MEJIA;MUNICIPIO RÍO VIEJO;M. EL PEÑON Y REGIDOR;MPIO. BARRANCO DE LOBA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;13667
2126;6815;681548;RÍO (PERMANENTE);M. BOAVITA Y MACARAVITA;M. SAN MIGUEL Y MACARAVITA;M. COVARACHIA Y TIPACOQUE;Rural;Sin Informacion de Barrios;Bavatá- Buenavista-  Buraga-  La Carrera-  Limón Dulce-  LLano Grande-  Peña Lisa-  San Francisco-  Satova Abajo;68147
2127;6825;682551;LIMITE URBANO;CL 14;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Cabecera Municipal- Chonrriche-  El Río-  Herrerita-  Miraflores-  Montefrio;68167
2128;1542;154267;MUNICIPIO BARBOSA;M. GACHANTIVAY STA SOFIA;MUNICIPIO PTE NACIONAL;VÍA BARBOSA - ARCABUCO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;15469
2129;9430;943059;MPIO. MAPIRIPANA Y CAÑO MOSQUITO;RÍO INÍRIDA;RÍO INÍRIDA;MUNICIPIO MAPIRIPANA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;94888
2130;6840;684011;CL 1;CL 4;KR 1;KR 9;Urbano;Sin Informacion de Barrios;Cabecera Municipal;68370
2131;6825;682531;CL 9;LIMITE URBANO;KR 3;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Cabecera Municipal;68217
2132;6630;663007;MUNICIPIO APÍA;MPIO. LA CELIA Y VÍA SANTUARIO-LA CELIA;MUNICIPIO APÍA;MPIO. PUEBLO RICO Y NOVITA;Rural;Sin Informacion de Barrios;Alta Esmeralda- Alto Baronal-  Alto Peña Blancas-  Baja Esmeralda-  Bajo Baronal-  Calichal-  Campamento-  CHorritos-  Cominal-  El Bosque-  El Brillante-  El Guanabano-  El Vergel-  La Bamba-  La Bretaña-  La Campana-  La Cristalina-  La Esperanza-  La L;66687
2133;6830;683071;CL 13;CL 2 SUR;LIMITE URBANO;KR 9;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;68211
2134;2532;253240;LIMITE URBANO;TV 2;A MELGAR;LIMITE URBANO;Urbano;Sin Informacion de Barrios;CENTRO- MELGAS;25168
2135;5215;521547;MUNICIPIO MERCADERES;VÍA TAMINANGO-LA UNIÓN;MUNICIPIO LA UNIÓN;MUNICIPIO TAMINANGO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;52687
2136;4770;477008;MAR CARIBE;VÍA SANTA MARTA-B/QUILLA.;MAR CARIBE Y MPIO. PUEBLOVIEJO;MUNICIPIO BARRANQUILLA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;47745
2137;4150;415020;LIMITE URBANO;CL 5 S;KR 2;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;41483
2138;1935;193557;MUNICIPIO SOTARÁ;MUNICIPIO LA SIERRA;MUNICIPIO SOTARÁ;VÍA TIMBÍO-PATÍA;Rural;Sin Informacion de Barrios;El Libano- El Marquez-  El porvenir-  El Ramal-  El Retiro-  El Sauce-  Gualoto-  La Florida-  La Laja-  La Soledad-  La Violeta-  Loma Grande-  Pan de Azucar-  Portachuelo;19622
2139;840;84008;CAÑO;MPIO. CANDELARIA;MUNICIPIO SALAMINA;MPIO. SABANALARGA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;8560
2140;6830;683007;MUNICIPIO SIMACOTA;M. CONTRATACIÓN Y GUADALUPE;M. GUAPOTÁ Y PAL. DEL SOCORRO;M. CONTRATA. Y STA. ELENA DEL OP.;Rural;Sin Informacion de Barrios;Altamira- El Cerro-  El Opón-  Guamal-  Helechal-  La Colorada-  La Esmeralda-  Palencia-  San Diego-  San Pascual;68176
2141;1850;185077;MUNICIPIO VALPARAISO;MPIO. PUERTO GUZMÁN;RÍO SOLITA;MUNICIPIO CURILLO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;18785
2142;6865;686568;VIA EL C. DE CHU.-ANGOS. DE A.;MUNICIPIO SIMACOTA;RÍO CASCAJALES;RÍO SUCIO;Rural;Sin Informacion de Barrios;Alto Cascajales- Alto Cirales-  Angosturas de Los Andes-  Bajo Cascajales-  Cirales-  El Centenario-  El Control-  El Líbano-  El Porvenir-  Filo de Oro-  Honduras Alto-  Honduras Bajo-  Islanda-  La Pitala-  Nueva Granada-  Río Sucio de Los Andes-  Villa;68235
2143;500;50047;MUNICIPIO BELLO;LÍMITE URBANO;LIMITE URBANO;QUEBRADA LA IGUANÁ;Rural;Monteclaro- Pajarito;Sin Informacion de Veredas;5001
2144;1117;111711;AC JIMENEZ;CL  4;KR 4B E-  AK CIRCUNVALAR  Y  KR 3  E;AK  10;Urbano;Belén- Centro Administrativo- Egipto- La Catedral- La Concordia- Las Aguas- Parque Nacional Urbano- Santa Bárbara;Sin Informacion de Veredas;11001
2145;1104;110411;AC 1;CL 20 S;LIMITE URBANO;AK 10;Urbano;Aguas Claras- Buenos Aires- Calvo Sur- El Triángulo- Hoya San Cristóbal- La María- Las Brisas- Los Laureles I- Modelo Sur- Molino Rural- Molinos de Oriente- Monte Carlo- Nariño Sur- Primero de Mayo- Quinta Ramos- San Cristóbal Sur- San Javier- Santa Ana S;Sin Informacion de Veredas;11001
2146;2512;251210;CL 7;CL 2 S;KR 3E;KR 11A;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;25322
2147;800;80012;KR  38;KR  15;CL  45 Y 47;CL  68;Urbano;Alfonso Lopez- Avenida de La Salud- El Carmen- El Recreo- El Valle- La Buena Esperanza- Loma Fresca- Los Andes- Los Pinos- Lucero- Nueva Granada- Pumarejo- San Isidro- Santo Domingo;Sin Informacion de Veredas;8001
2148;1345;134547;MUNICIPIO RÍO VIEJO;MUNICIPIO PUERTO WILCHES Y SIMITÍ;MUNICIPIO GAMARRA;RÍO SIMITÍ Y DE MORALES;Rural;Sin Informacion de Barrios;Buena Vista- Los Peñones;13473
2149;5465;546537;M. SAN CALIXTO Y HACARÍ;MUNICIPIO ABREGO;MPIO. ABREGO Y HACARÍ;MUNICIPIO OCAÑA;Rural;Sin Informacion de Barrios;Alto El Buey- Alto Viejo-  Aratoque-  Aspasica-  Bajo Pávez-  Borra-  Borra Parte Baja-  Cabecera Municipal-  Carrizal-  Clavellino-  Corral Viejo-  Curasica-  El Guamal-  El Higuerón-  El Llanón-  El Pedregal-  El Tabacal-  El Tunal-  Esperancita-  Fátim;54398
2150;1320;132059;MUNICIPIO SAN JACINTO;MPIO. OVEJAS Y CHALAN;VIA OVEJAS-EL CAR. DE BOLIVAR;MUNICIPIO SAN ONOFRE;Rural;Canta Gallo- La Ceiba- La Unión;Sin Informacion de Veredas;13244
2151;6860;686049;VIA PTO. BOYACA-SAN ALBERTO;MUNICIPIO BOLIVAR;RÍO CARARE;RÍO SAN JUAN;Rural;Sin Informacion de Barrios;De La Torre- San Juan;68190
2152;8510;851078;VÍA YOPAL-PORE Y MPIO. PORE;MPIO. SAN LUIS DE PALENQUE;M. SAN L. DE PALENQUE Y PORE;MUNICIPIO YOPAL;Rural;Sin Informacion de Barrios;Barquereña- Barquereña-  Barranquilla-  Brisas del Pauto-  Cañas-  Caño Hondo-  Caucho-  Cazadero-  Corea-  El Banco-  El Playón-  El Taladro-  El Verde-  Garrancho-  Gaviotas-  Guacharacas-  La Chaparrera-  Las Calles-  Los Jagueyes-  Macuco-  Matalarga-;85225
2153;1935;193577;MUNICIPIO CAJIBÍO;VÍA EL HATO-PANDIGUANDO;M- POPAYÁN Y TIMBÍO;VÍA PANDIGUANDO-LA ROMELIA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;19256
2154;1720;172009;M. PACORA- AGUADAS Y PENSILVANIA;MPIO. MARULANDA Y RÍO (PERMANENTE);MUNICIPIO PENSILVANIA;RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;La Alejandría- La Brigada-  San Isidro;17653
2155;1115;111511;AC  1;CL  22 S  Y  AK  27;AK  10;AU  SUR;Urbano;Caracas- Ciudad Berna- Ciudad Jardín Sur- Eduardo Frey- La Fragua- La Fraguita- La Hortúa- Policarpa- Restrepo- Restrepo Occidental- San Antonio- Santander- Santander Sur- Sena- Sevilla- Villa Mayor Oriental;Sin Informacion de Veredas;11001
2156;5205;520557;MUNICIPIO SAN BERNARDO;M. BUESACO Y EL TABLÓN DE GÓ.;MPIO. EL TABLÓN DE GÓMEZ;M. ARBOLEDA Y SAN PEDRO DE CARTAGO;Rural;Sin Informacion de Barrios;Alto de Las Estrellas- Belen-  Doña Juana-  El Socorro-  Guarangal-  La Primavera-  Los Yungas-  Plan Aradas-  San Bosco-  Tambo Alto-  Tambo Bajo;52019
2157;6870;687008;QUEBRADA LA GÓMEZ;MPIO. GIRÓN Y LEBRIJA;MUNICIPIO LEBRIJA;MUNICIPIO PUERTO WILCHES;Rural;Sin Informacion de Barrios;Aguas Claras- Almendro-  Bellavista-  Boca de La Tigra-  Canelo-  Caño Edén-  Caño Fieras-  Cristales La Ye-  Cruce Robledo-  Diamante-  Jazmín-  Kilómetro 36-  La Moneda-  La Raya-  La Retirada-  Llanogrande-  Mata de Piña-  Payoa Cinco-  Payoa Corazones;68655
2158;1542;154207;MUNICIPIO MONIQUIRA;M. MOTAVITA Y CHIQUIZA;M. GAMBITA Y COMBITA;M. GACHANTIVA Y VILLA DE LEYVA;Rural;Sin Informacion de Barrios;Cabecera Municipal- Cabeceras-  Centro-  La Concepción-  Peñas Blancas;15051
2159;1546;154609;VÍA SABOYA SUTAMARCHA;MUNICIPIO CHIQUINQUIRA;M. LINJACA SUTAMARCHAN;VÍA SABOYA - CHIQUINQUIRA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;15632
2160;5260;526040;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52678
2161;9700;970007;MUNICIPIO PAPUNAUA;CAÑO PIRABOTÓN Y RÍO QUERARY;PAÍS BRASIL;MUNICIPIO PAPUNAUA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;97001
2162;500;50044;CL 120-121- Q. LA MONTAÑITA Y M. BELLO;CL 103E- KR 64C- CL 104- 104C Y KR 78;RIO MEDELLIN;KR 80;Urbano;Boyacá- Florencia- Héctor Abad Gómez- Las Brisas- Plaza de Ferias- Santander- Tejelo- Toscana;Sin Informacion de Veredas;5001
2163;6825;682508;RÍO (PERMANENTE) Y LIM. URB.;RÍO GUARE;MUNICIPIO SAN JOAQUÍN;M. SAN GIL Y VALLE DE SAN JOSE;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;68464
2164;1860;186059;MUNICIPIO ALBANIA;MUNICIPIO PUERTO GUZMÁN;MPIO. SOLITA Y VALPARAISO;M. PTO. GUZMÁN Y RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;18205
2165;2502;250227;MUNICIPIO SUPATÁ Y PACHO;VIA EL ROSAL - ZIPAQUIRA;MUNICIPIO ZIPAQUIRA;M. SAN FCO. Y EL ROSAL;Rural;Sin Informacion de Barrios;ALTANIA- CASCAJAL-  EL CENTRO (LLANITOS)-  EL PARAMO-  EL TOBAL-  EL VALLE-  LA HONDURA TIBAGOTA-  LA LAJA-  LA YEGUERA-  LAJAS-  NEGRETE-  PANTANO DE ARCE-  SAN MIGUEL-  SANTA BARBARA-  TIBAGOTA-  TIBAGOTA-  TIBAGOTA;25769
2166;2518;251817;MUNICIPIO CHIPAQUE;M. GUTIERREZ Y BOGOTÁ D. C.;M. CÁQUEZA- FOSCA Y GUTIERREZ;M. CHIPAQUE Y BOGOTÁ D. C.;Rural;Sin Informacion de Barrios;Alto de La Cruz- Caraza-  Colorados-  EL HOYO-  La Palma-  LA RINCONADA-  Llano de Chipaque-  Mercadillo I-  Mercadillo II-  PLACITAS-  POTRERITOS-  Potrero Grande-  Querente-  RAMAL-  Siecha;25845
2167;6820;682048;MPIO. ARATOCA Y CEPITÁ;MPIO. MOGOTES Y SAN GIL;MUNICIPIO MOLAGAVITA;VIA SAN GIL-ARATOCA Y RÍO (PERMA.);Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;68229
2168;1504;150461;LIMITE URBANO;AV CIRCUNVALAR;LIMITE URBANO;LIMITE URBANO;Urbano;Alcázares- Arauquita- Bavaria- Boyacá- Cargua- Centro- Colombia- Cándido Quintero- Cundinamarca- El Carmen- El Cogollo- El Recreo- La Fuente- La Gruta- La Milagrosa- La Tolosa- Las Américas- Las Delicias- Libertador- Los Héroes- Los Laureles- Manzanares-;Sin Informacion de Veredas;15238
2169;8510;851057;MUNICIPIO SÁCAMA;MUNICIPIO NUNCHÍA;MPIO. PORE Y PAZ DE ARIPORO;RÍO PAUTO Y Q/DA. AGUABLANCA;Rural;Sin Informacion de Barrios;Alto Tamuria- Barbacoas-  La Aguada-  La Jasse-  La Potosi-  Los Alpes-  Tamuria;85400
2170;8520;852019;MUNICIPIO TAME;MUNICIPIO PAZ DE ARIPORO;RÍO CHIRE Y CAÑO COBIJAS;M. SÁCAMA- TÁMARA Y PAZ DE ARIPO.;Rural;Sin Informacion de Barrios;Altamira- Alto Gracia-  Barranca-  Berlín-  Cabecera Municipal-  Camelias-  Candelaria Alta-  Cañadotes-  Casa Roja-  Chire-  Chorocito-  El Banco de Buenos Aires-  El Cedral-  El Cilantral-  El Oso-  El Porvenir-  El Sarrapio-  Elvecia Rincon-  Guayureme;85125
2171;5040;504021;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;50287
2172;4440;444018;ARROYO LA QUEBRADA Y EL CARACOLÍ;MPIO. SAN J. DEL CESAR Y PAÍS VENEZU.;MPIO. BARRANCAS Y PAÍS VENEZUELA;MPIO. DISTRACCIÓN Y SAN J. DEL CESAR;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;44279
2173;1514;151420;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15223
2174;4460;446017;MAR CARIBE;VÍA SANTA MARTA-RIOHACHA;VÍA CASA DE ALUMINIO-MAR CARIBE;RÍO ANCHO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;44090
2175;2780;278018;RÍO PERDIDO Y PAÍS PANAMÁ;MUNICIPIO UNGUÍA;MAR CARIBE;PAÍS PANAMÁ;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;27006
2176;7625;762537;M. ZARZAL Y LA TEBAIDA;VÍA CAICEDONONIA-PAILA ARRIBA;MUNICIPIO CAICEDONIA;M. ZARZAL Y BUGALAGRANDE;Rural;Sin Informacion de Barrios;Limones;76736
2177;524;52437;MUNICIPIO NECHI;RÍO;MPIO. MONTECRISTO;M. NECHI Y CAUCASIA;Rural;Sin Informacion de Barrios;Alto de Sabalito- Amaceri-  Arenales-  Baldíos Nacionales-  Bijagual-  Boca del Guamo-  Chirita-  El Castillo-  El Guachi-  El Guamo-  El Oso-  El Pital-  La Aduana-  La Arenosa-  La Bamba-  La Corona-  La Esperanza-  La Llana-  La Primavera-  La Rica-  L;5250
2178;4120;412008;MUNICIPIO NEIVA;MUNICIPIO TERUEL;VÍA TERUEL-PALERMO-LOMA LA BUITRERA;MPIO. SANTA MARIA;Rural;Sin Informacion de Barrios;ALELUYAS- ALTO SAN PEDRO-  BUENOS AIRES-  DIAMANTE-  DORADO-  EL VERGEL-  La Libertad-  LA LUPA-  LINDOSA-  NILO-  Pinuelo-  PIRAVANTE-  SAN PEDRO-  URRIAGA-  VERSALLES;41524
2179;2310;231020;CL 32;CL 1;LIMITE URBANO;LIMITE URBANO;Urbano;25 de Agosto- Alto Kennedy- Alto Prado- Altos del Píropo (Etapa 1)- Arenal- Bajo Kennedy- Buenaventura- Cascajal- El Centro- El Progreso- Finzenú- Islas Margaritas- Jesus M. Lugo- La Esmeralda- La Esperanza- La Gloria- Las Colinas- Las Delicias- Los Alpes;Sin Informacion de Veredas;23417
2180;7305;730528;MUNICIPIO VENADILLO;QUEBRADA LA CAIMA;MUNICIPIO VENADILLO;M. IBAGUÉ Y ANZOÁTEGUI;Rural;Sin Informacion de Barrios;Covenio- Cuminá-  Guamal-  Guaruma-  Juntas-  La Pedregosa-  La Tigrera-  La Union-  Laguneta-  Los Guayabos-  Mercadillo-  Montegrande-  Santodomingo-  Vallecitos-  Verdun;73026
2181;520;52067;MUNICIPIO ITUANGO;VIA VALDI.-BRICE. Y C. BUENAVISTA;MUNCIPIO VALDIVIA;MUNICIPIO ITUANGO;Rural;Sin Informacion de Barrios;El Aro- El Guaico-  El Gurri-  El Polvillo-  Filadelfia-  La Calera-  La Rica-  La Rodríguez-  La Vélez-  Las Auras-  Palestina-  Quebradita-  Torrente-  Turco;5107
2182;1730;173047;MUNICIPIO PENSILVANIA;MUNICIPIO MANZANARES;VÍA LAS MARGA.-MARQUE.-EL HIGUERÓN;MUNICIPIO MANZANARES;Rural;Sin Informacion de Barrios;Alegrías- Barreto-  Buenos Aires-  Cúcuta-  Cabecera Municipal-  Campoalegre-  El Aguacate-  El Choco-  El Placer-  El Porvenir-  El Rosal-  El Vergel-  La Banda-  La Costa-  La Esmeralda-  La Estrella-  La Florida-  La Mesa-  La Miel-  La Miel-  La Palma;17444
2183;5010;501027;MPIO. MEDINA Y PARATEBUENO;CAÑO PECUE.- EL OSO- M. RES. Y P. LÓPEZ;MUNICIPIO CABUYARO;MUNICIPIO MEDINA;Rural;Sin Informacion de Barrios;BOQUERON- CANDILEJAS-  LITORAL O GARAGOA-  Naguaya-  SANTA CECILIA-  SANTA INES-  SANTA MARIA DEL PIRI;50226
2184;2010;201018;VÍA FUNDA.-EL COPEY-CAMPOALEGRE;MUNICIPIO BOSCONIA;MUNICIPIO VALLEDUPAR;M. ALGARROBO Y SABANAS DE SAN ANGEL;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;20238
2185;9440;944019;MUNICIPIO CUMARIBO;CAÑO MINISIARE;CAÑO MINISIARE;MUNICIPIO MAPIRIPANA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;94343
2186;6855;685531;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Chinchamato- Guanomo;68673
2187;1506;150601;CL 12;LIMITE URBANO;LIMITE URBANO;KR 6;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15276
2188;7000;700007;MUNICIPIO TOLU VIEJO;RIO Y QUEBRADA;RIO;MUNICIPIO PALMITO;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;70001
2189;1305;130501;KR 11;LIMITE URBANO;LIMITE URBANO;CL 8;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;13673
2190;7010;701078;MUNICIPIO TOLU VIEJO;MPIO. COROZAL Y SINCELEJO;VÍA COROZAL-COLOSÓ;MUNICIPIO SINCELEJO;Rural;Av San Blas- La Cruz- Los Nogales- Rafael Núñez;Las Tinas;70473
2191;5030;503029;MUNICIPIO PUERTO GAITÁN;RÍO SIARE;MUNICIPIO CUMARIBO;CAÑO EL PALMAR;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;50325
2192;2710;271050;LIMITE URBANO;LIMITE UBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;27073
2193;500;50022;CL 10- KR 43A- CL 1 S Y 3;CL 19 S- 21 S Y M. ENVIG;KR  11 S  Y  LIMITE URBANO;RIO MEDELLIN;Urbano;Alejandría- Astorga- El Castillo- El Diamante No.2- La Aguacatala- Los Balsos No.1- Los Balsos No.2- Los Naranjos- Patio Bonito- San Lucas- Santa María de Los Ángeles;Sin Informacion de Veredas;5001
2194;524;52418;QUEBRADA CATALINA;MUNICIPIO ZARAGOZA;M. NECHI Y EL BAGRE;MUNICIPIO CACERES;Rural;Sin Informacion de Barrios;Aqui Si- Bocas del Maestro Esteban-  El Cincuenta-  La Arenosa-  Las Parcelas-  Maestro Esteban Central-  Quebrada Cienaga-  Quinientos Cinco-  Tosnovan Uno-  Vijagual Medio;5154
2195;1335;133530;CL 4;CL 22;KR 31;KR 5;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;13667
2196;2522;252218;LIMITE URBANO;MUNICIPIO ARBELAEZ;MUNICIPIO PASCA;VIA FUSAGASUGA-ARBELAEZ;Rural;Sin Informacion de Barrios;ALTAGRACIA- BATAN-  BETHEL-  BOCHICA-  BOCHICA-  EL CARMEN-  EL CARMEN-  EL GUAMO-  MESITAS-  PALACIOS-  SALITRE-  SANTA LUCIA-  SANTA TERESITA-  SARDINAS-  SARDINAS;25290
2197;5230;523060;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52352
2198;7630;763029;M. BUGALAGRANDE;MUNICIPIO G. DE BUGA;MUNICIPIO SEVILLA;VIA MONTELORO - LA MORALIA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;76834
2199;2510;251058;M. SUESCA Y CHOCONTÁ;MUNICIPIO GUATAVITA;MUNICIPIO MACHETÁ;VIA SUESCA-SESQ.-GUATAVITA;Rural;Sin Informacion de Barrios;BOITIVIA- NESCUATA-  SAN JOSE;25736
2200;7610;761037;MUNICIPIO TRUJILLO;VÍA RIOFRÍO-FENICIA Y RÍO FRÍO;VÍA TRUJILLO-RIOFRÍO;M. EL LITORAL DEL SAN JUAN;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;76616
2201;1330;133020;KR 1;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Murillo;13440
2202;1730;173067;VÍA PENSILVANIA-SAMANÁ;MPIO. MANZANARES Y MARQUETALIA;MUNICIPIO SAMANÁ;Q/DA. EL SALADO Y RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Albania Baja- Alto Caunce-  Armenia-  Casco Urbano-  Centro Marulada-  El Cacerio-  El Caunce-  El Higueron-  El Jardin-  El Nogal-  El Salado-  El Vergel-  El Vergel-  La Albania-  La Arabia-  La Aurora-  La Cabaña-  La Campiña-  La Esperanza-  La Estrel;17541
2203;5210;521040;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Bateros (Casco Urbano)- La Brisa-  Playa Baja;52693
2204;4130;413028;MUNICIPIO PALERMO;MUNICIPIO ALGECIRAS;RÍO NEIVA Y (PERMANENTE);MPIO. YAGUARA Y HOBO;Rural;Sin Informacion de Barrios;EL ALBADAN- El Horizonte-  El Rincón-  JUNCAL-  La Vuelta-  Llano Norte-  Otas-  Rio Neiva-  Río Neiva Sector Bajo-  RIVERITA-  Sardinata;41132
2205;500;50014;K 19-C 52A-C 56C-K 17AB-17- L. U.;CL 47- 46 Y LIM. URB.;LIMITE URBANO;CL 49- KR 11C- CL 44C Y 44D;Urbano;Alejandro Echavarría- Barrios de Jesús- Juan Pablo II- La Sierra- Las Estancias- Ocho de Marzo- San Antonio- Villa Lilliam- Villa Turbay- Villatina- Calle Nueva;Media Luna;5001
2206;1504;150468;VÍA DUITAMA - PALERMO;MUNICIPIO TIBASOSA;VÍA DUITAMA - CHARALA;MUNICIPIO PAIPA;Rural;Sin Informacion de Barrios;El Cajón- Higueras-  San Lorenzo de Arriba;15238
2207;2030;203001;CL 1;CL 19;KR 15;KR 5 E;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;20045
2208;2040;204068;MUNICIPIO PELAYA;MUNICIPIO AGUACHICA;MUNICIPIO EL CARMEN;VÍA AGUACHICA-PELAYA;Rural;Sin Informacion de Barrios;Sin Informacion de Veredas;20383
2209;2508;250848;RÍO MACHETÁ;MPIO. GACHETÁ Y GUATAVITA;MUNICIPIO MANTA;RÍO GUATANFUR;Rural;Sin Informacion de Barrios;LLANO LARGO- MULATA BAJO;25426
2210;1546;154660;CL 5;CL 0;KR 0;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;15131
2211;5270;527001;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;52540
2212;6855;685547;M. CHIPATÁ Y SAN BENITO;MUNICIPIO BARBOSA;MPIO. SAN JOSE DE PARE;MPIO. VELEZ Y CHIPATÁ;Rural;Sin Informacion de Barrios;Hatos- La Teja-  Novillero-  Rincón-  Salitre Seco-  San Isidro-  Santa Rosa-  Tierra Negra;68327
2213;5460;546038;MUNICIPIO ABREGO;MPIO. RIONEGRO Y EL PLAYÓN;RÍO (PERMANENTE);MUNICIPIO LA ESPERANZA;Rural;Sin Informacion de Barrios;Alto La Lora- Altomóvil-  Boca de Monte-  Canoas-  Carcasi-  Cauchana-  Cuatro Esquinas-  El Filo-  El Lucero-  El Recreo-  El Salobre-  El Silencio-  El Tablazo-  La Explayada-  La Reforma-  La Sardina-  La Sardina-  Lagua de Oriente-  Las Cruces-  Las C;54128
2214;500;50030;CL 33- KR 66B  Y  63D;CL  30;KR  63;KR  81;Urbano;Belén- Cerro Nutibara- El Nogal-Los Almendros- Fátima- Los Conquistadores- Miravalle- Rosales;Sin Informacion de Veredas;5001
2215;1325;132540;CL 22;CL 13;KR 1;KR 13;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;13780
2216;2050;205050;CL 9 A;LIMITE URBANO;KR 15;LIMITE URBANO;Urbano;Sin Informacion de Barrios;Sin Informacion de Veredas;20770
2217;5265;526528;M. CUMBITARA Y POLICARPA;RÍO (PERMANENTE);MUNICIPIO EL PEÑOL;M. LA LLANADA Y RÍO (PERMANENTE);Rural;Sin Informacion de Barrios;Aminda- Buena Vista-  Guayabillo-  La Sala;52418
